0.0;1.0
0.1;0.8950041652780258
0.2;0.7800665778412417
0.30000000000000004;0.6553364891256059
0.4;0.5210609940028851
0.5;0.37758256189037276
0.6;0.22533561490967835
0.7;0.06484218728448854
0.7999999999999999;-0.10329329065283444
0.8999999999999999;-0.2783900317293354
0.9999999999999999;-0.4596976941318601
1.0999999999999999;-0.6464038785744224
1.2;-0.8376422455233263
1.3;-1.0325011713754126
1.4000000000000001;-1.2300328570997594
1.5000000000000002;-1.4292627983322976
1.6000000000000003;-1.6291995223012894
1.7000000000000004;-1.8288444942955255
1.8000000000000005;-2.027202094693088
1.9000000000000006;-2.2232895668635044
